id;cliente;nacionalidad;comentario_completo;tipo de habitacion;noches;fecha_alojamiento;tipo_cliente;fecha de comentario
66aa8df017593d80;Oscar;España;Bien.;Habitación Individual con baño privado;3 noches;septiembre de 2023;Persona que viaja sola;2023-09-14
b0b50f38c24a4294;Ana;España;Muy bien.La ubicación es perfecta y las instalaciones están muy bien.;Habitación Doble interior con baño privado - 2 camas;1 noche;septiembre de 2023;En pareja;2023-09-14
dbd4d2d2b0b3f49e;Or;Israel;יחס נהדר של מריו המארח, היה מאוד קשוב ועוזר בכל מה שצריך.;Habitación Doble con baño privado en planta baja exterior;1 noche;septiembre de 2023;En pareja;2023-09-13
12d38bcff93b2a16;Diana;Portugal;"Localização, excelente.
O quarto era confortável.";Habitación Doble con baño privado;1 noche;septiembre de 2023;En pareja;2023-09-12
3215faf0f1f000b2;Françoise;Francia;Excepcional.;Habitación Doble con baño privado;15 noches;septiembre de 2023;Persona que viaja sola;2023-09-11
88e6966b69c8575b;Silvia;Italia;La posizione e lo staff molto gentile. Struttura abbastanza pulita.;Habitación Doble con baño privado en planta baja exterior;3 noches;septiembre de 2023;En pareja;2023-09-10
168e783d0d5d5ef7;Martine;Francia;Propre, confortable, bien placé.;Habitación Superior - 1 cama grande;1 noche;septiembre de 2023;En pareja;2023-09-09
10290c28f541ab7c;Elena;España;PERFECTA.TODO, estaba super limpio, buena zona todo arreglado etc.;Habitación Doble interior con baño privado - 2 camas;2 noches;septiembre de 2023;En familia;2023-09-09
55b31a453bb953ac;Taeseong;Corea del Sur;!.;Habitación Doble con baño privado;2 noches;septiembre de 2023;En pareja;2023-09-08
1beccd133dc18f57;Nani;España;Ideal.El trato exquisito, todo muy limpio, la habitacion muy amplia y la ubicacion ideal en el centro del casco antiguo de Cadiz.;Habitación Doble interior con baño privado - 2 camas;2 noches;septiembre de 2023;En pareja;2023-09-08
eb1009fe63891a10;Sergio;España;Fantástico.;Habitación Doble con baño privado;2 noches;septiembre de 2023;En pareja;2023-09-08
460208f751d0e63e;Ana;España;"Muy buena relación calidad - precio.La ubicación inmejorable
La decoración del hotel y la calidad, cama muy cómoda y baño muy grande 
Tenían nuestra habitación preparada 2h antes de la entrada.";Habitación Doble interior con baño privado - 2 camas;1 noche;septiembre de 2023;En pareja;2023-09-07
d1e54027760dfc9c;Montserrat;España;Ideal para estancias en el centro de Cádiz.Todo. El hostal es ideal para estancias en Cádiz. Ubicación excelente. En el casco antiguo de la ciudad y cerca de la catedral.No puedo decir nada a este aspecto. Nos encantó todo.;Habitación Doble interior con baño privado - 2 camas;4 noches;septiembre de 2023;En pareja;2023-09-07
6f450f9ae4c6e602;Gian;España;"Agradable.Ubicación y personal.Los colchones y las almohadas duros como piedras. 
Televisión de tamaño irrisorio.";Habitación Doble interior con baño privado - 2 camas;1 noche;septiembre de 2023;En pareja;2023-09-06
6acaf419c0d602e3;Dayana;España;Fantástico.La ubicación y el personal excepcional.Se oye algo de ruido,entiendo que también era la habitación más próxima a la salida,pero en general muy bien.;Habitación Doble con baño privado en planta baja exterior;4 noches;septiembre de 2023;En pareja;2023-09-06
11592e993a56af99;Susana;España;Caro.Estaba limpio pero caro para lo que ofrecia.Se salia agua de váter al suelo del baño y la solución no nos gustò en absoluto.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;1 noche;septiembre de 2023;En grupo;2023-09-06
7ad3d8d20f7d0a08;Anabella;Francia;L'emplacement près de la cathédrale.;Habitación Doble con baño privado;1 noche;septiembre de 2023;En pareja;2023-09-06
